rec_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-997-dup-0, , m, 30, 19870828, , kiria, green, vic, darlinhton, 2452, 3, chapman srreet, , 618 54075616, 2060739, 9, NoRole
rec-127-org,   swe, f, 9, 20080118, , juliana, kvamme, qld, silverleaf, 5153, 382, aspinall street, , 03 47785032, 3298336, 0, NoRole
rec-207-org,   sri, f, 30, 19870912, ms, ebony, jayawardene, nsw, curban, 5162, 50, wentworth avenue, towrie cottage, 02 60913493, 1626714, 8, NoRole
rec-746-org,   usa, f, 29, 19881008, , chloe, cheung, , lavington, 4115, 141, hopetoun circuit, , 02 65811338, 1321916, 5, NoRole
rec-802-org,   unk, m, 36, 19810326, , jordan, strawbridge, nsw, islington, 2480, 92, crossley close, the willows, 2 40349786, 2072181, 7, NoRole
rec-348-dup-1, usa, f, 27, , , dhomazt, opea, njw, keit hall, 4101, 17, , , 02 14014959, 9496455, 7, NoRole
rec-245-dup-3, usa, f, 25, 199203 02, d , holly, nor on, sa, rowlandflat, 4 02, 57, gardiner street, glenview, 7 31396908, 7472921, 4, NoRole
rec-868-org,   eng, m, , 19440704, , , bardsley, qld, cracow, 6060, 1, angwin place, , 613 17295241, 5481707, 2, NoRole
rec-489-dup-8, , , , 19881121, , kaysey, michelmore, tas, petcheysbay, 2620, 10, fullagar rrescent, cranbrook, 07 63928994, 4254945, 7, NoRole
rec-755-org,   usa, f, 30, 19870913, , nemesia, gardner, vic, innaloo, 2567, 1, throssell street, , 08 02755546, 2111940, 5, NoRole
rec-233-org,   nor, f, 28, 19891103, , arabella, ramsfeld, qld, kearneys spring, 4210, 143, kingston street, , 613 91292732, 1112879, 4, NoRole
rec-879-dup-2, unk, f, 25, 19921115, mr, ckyl, scsum, vic, nurat, 4218, 111, jauncey court, winterwood, 04 02295583, 9363838, 5, NoRole
rec-100-org,   pak, f, , , , harry, jaja, wa, walmsley, 3070, 4, grigson place, , 8 95840478, 6440825, 0, NoRole
rec-553-dup-5, ser, m, 24, 19930313, , alana, tupa ic, qld, airli e beach, 228 3, l, gbssop crescent, banksia v i llage, 03 57096267, 9714263, 2, NoRole
rec-269-dup-2, usa, m, 30, 19870630, , soel, kane, tas, mankana, 2340, 78, eastterbrook place, , 07 33395949, 1549902, 3, NoRole
rec-691-org,   unk, m, , 19570330, , tony, sclafani, vic, nedlands, 2551, 5, alabaster street, , 08 59720064, 4277629, 9, NoRole
rec-307-org,   chi, m, 32, 19850926, , max, chuk, wa, wahroonga, 6107, 31, buxton street, antigua, 02 09557840, 1540190, 6, NoRole
rec-311-org,   usa, , 23, 19941105, , libby, collins, vic, watchem, 3046, 55, millpost close, lindisfarme, 08 31736254, 8642343, 8, NoRole
rec-6-org,   nor, f, 35, 19820605, , john, fosli, nsw, forest hill, 6148, 10, goldsborough close, , 02 54328119, 8533788, 9, NoRole
rec-265-org,   ser, , 24, 19930417, dr, kyle, basic, vic, wallace, 2440, 49, crowder circuit, old post office, 08 12956017, 4732391, 0, NoRole
rec-466-org,   usa, f, 35, , ms, spencer, moody, vic, yarrawonga, 2165, 14, rowe place, , 08 96341768, 1424285, 1, NoRole
rec-378-org,   cze, , 23, 19941031, , declen, sikorov, vic, koornalla, 2336, 23, trainer court, retirement village, 618 13471049, 4173954, 7, NoRole
rec-809-org,   unk, f, , 19920514, , kai, aaternir, vic, gunbower, 4122, 2, , , 07 72152265, 9671021, 2, NoRole
rec-585-org,   fin, , 8, 20090101, , lucy, koivula, qld, ramsay, 2067, 10, backler place, , 3 12316484, 1867352, 4, NoRole
rec-633-org,   dut, f, 34, 19830105, ms, zakariah, iani, qld, avoca, 6158, 12, dallachy street, the parks, , 6345432, 3, NoRole
rec-389-org,   unk, , 26, , , callie, strazzari, nsw, mathoura, 2340, 33, mcnamara street, , 612 43701635, 3607604, 9, NoRole
rec-737-org,   chi, f, , 19211214, hon, ned, teoh, vic, moonee ponds, 4055, 96, cadell street, , 07 73856311, 1547710, 2, NoRole
rec-470-org,   unk, f, 31, 19860710, dr, natalia, abbitt, nsw, moorebank, 5038, 28, kingsmill street, , 2 82503757, 5219153, 4, NoRole
rec-193-org,   usa, f, , 19901017, ms, katelyn, davies, nsw, north arm cove, 2121, 3, dominion circuit, , 2 64439684, 8259138, 1, NoRole
rec-223-org,   unk, f, 26, 19911025, , jack, aaberg, wa, narra tarra, 4551, 6, du faur street, paddington place, 618 23282361, 1229592, 0, NoRole
rec-182-org,   eng, f, 34, 19830823, , cooper, tash, nsw, gulgong, 3020, 18, matina street, , 2 89132009, 5980402, 9, NoRole
rec-507-org,   unk, f, 38, 19790623, , victoria, scogin, qld, nahrunda, 2576, 27, whyte place, oyster farm, 3 32026639, 7363102, 6, NoRole
rec-961-org,   eng, , 29, 19881110, , jasmine, joiner, vic, nerrin nerrin, 2759, 11, madigan street, tudor, 8 56674203, 1499481, 0, NoRole
rec-806-dup-0, usa, f, 3 , 19870 17, , caitlin, macdonaId, nsw, lansdowne, 5082, l , tenison-vvoodscircuit, nioka, , 7492747, 4, NoRole
rec-565-org,   chi, , , 19031021, , oliver, zha, nsw, rostrevor, 2355, 10, agnew street, , 02 39499072, 5563295, 7, NoRole
rec-818-org,   ind, f, , , ms, nathan, malavika, nsw, budgewoi, 3555, 18, julia flynn avenue, , 612 33330929, 4177446, 7, NoRole
rec-653-org,   unk, f, , 19791018, dr, kye, strahn, nsw, pagewood, 2145, 18, swainsona street, , 612 64280403, 2580206, 6, NoRole
rec-882-org,   sri, f, , 19930912, dr, andrew, desilva, nsw, stanmore, 3806, 17, owen dixon drive, , 02 55002193, 3286825, 2, NoRole
rec-364-org,   usa, , 32, 19850327, , cameron, carter, nsw, halton, 2305, 12, hayden close, , 02 26109806, 2569055, 7, NoRole
rec-986-org,   pol, f, , 19090510, ms, olivia, czernin, nsw, woolomin, 2250, 6, spica street, , 02 80393147, 4170653, 0, NoRole
rec-900-org,   , f, , , , mitchell, ferris, , rankin park, 4470, , dirrawan garden, , 07 96726886, 8701842, 9, NoRole
rec-834-org,   unk, f, 37, 19800722, , olivia, streich, nsw, killarney vale, 2223, 6, jarvis place, terrace caravan park, 02 29559701, 3466428, 8, NoRole
rec-379-org,   afr, f, 10, 20070214, , jacob, kashambuzi, , point lonsdale, 3032, 11, julia flynn avenue, , 02 08708444, 9158890, 2, NoRole
rec-954-org,   chi, f, 36, 19810411, , jack, shing, qld, bribie island, 4102, 1, nangor street, the willows, 03 75434476, 5445439, 8, NoRole
rec-712-org,   , f, 24, 19931106, , olivia, adikari, vic, croydon hills, 3337, 62, dacomb court, , 8 99489877, 3647016, 3, NoRole
rec-112-org,   , f, 43, , , george, nguyen, nt, maranboy, 4031, 22, hakea crescent, , 613 44915578, 8508588, 3, NoRole
rec-738-dup-1, eng, v, 35, 19821103, , lackklan, , , palina, 5012, 9, parkhil strit, , 08 84897664, 9352607, 3, NoRole
rec-672-org,   unk, f, 29, 19880826, , owen, scollard, sa, crystal brook, 2229, 48, swinden street, kelanna, 7 10685397, 1779191, 6, NoRole
rec-953-org,   ita, f, 10, 20071214, mr, lachlan, cilento, qld, , 2564, 107, fowles street, kittyvale, 613 22386270, 5661781, 0, NoRole
rec-933-dup-1, eng, f, , 19030126, , taniel, inksestea, nsw, oaklants, 7008, 12, oxley street, loar, 08 89859762, 7601203, 0, NoRole
rec-440-org,   eng, f, 32, 19851214, , hayden, hogarth, nsw, double bay, 2574, 8, eggleston crescent, , 02 13607682, 8130559, 4, NoRole
rec-478-org,   unk, f, 42, , cpt, mitchell, scofield, qld, widgee crossing north, 2217, 3, gingana street, , 613 82020065, 5927385, 9, NoRole
rec-529-org,   usa, f, 26, 19910423, , adam, suarez, nsw, eureka, 4109, 6, holroyd street, , 612 71464564, 1627911, 6, NoRole
rec-94-org,   eng, , , 19980716, , grace, kelsey, vic, arnold, 3939, 318, rymill place, fruinn glen, 8 18758225, 2789014, 6, NoRole
rec-796-org,   eng, , , 19070609, , emma, martins, nsw, wondalga, 4815, 9, tiwi place, , 2 73785153, 5139894, 9, NoRole
rec-706-org,   ind, f, 24, 19930113, mr, jack, mahbubani, vic, huon, 3056, 180, mcginness street, , 618 97068091, 8356892, 0, NoRole
rec-748-org,   usa, m, 10, 20070506, , caitlin, alexander, nsw, ourimbah, 3564, 330, rolfe place, , 2 10224447, 3636320, 5, NoRole
rec-799-org,   ind, f, , 19760113, , rupert, neeru, sa, glen osmond, 2485, 18, discovery street, , 7 25925561, 2562592, 3, NoRole
rec-271-org,   eng, f, , 19110815, ms, imogen, snyders, , cooranbong, 2099, 51, hobby place, ballow chambers, 03 17583736, 4462983, 5, NoRole
rec-740-org,   ind, f, , 19790911, dr, chloe, , vic, warranwood, 7250, 14, dungowan street, , 618 97909199, 4699106, 5, NoRole
rec-869-org,   eng, f, 20, 19970825, , harrison, gardyner, nsw, norfolk island, 3216, 25, barraclough crescent, , 02 42346881, 3955379, 7, NoRole
rec-620-org,   chi, f, , 19450804, , gracie, yuan, , rothwell, 3977, 3, percival street, bay city plaza, 08 41407792, 5525356, 6, NoRole
rec-991-org,   tur, f, 23, 19940813, , lachlan, aybar, nsw, dawes point, 4132, 12, hale place, , 2 48755190, 9907369, 8, NoRole
rec-839-org,   eng, f, 32, 19851222, ms, dylan, ryeley, vic, bennison, 2830, 21, twamley crescent, brentwood village, 08 26679554, 8458950, 1, NoRole
rec-111-org,   afr, , 31, 19860708, , pace, lobe, nsw, byron bay, 3216, 9, templestowe avenue, , 2 64696257, 1903140, 6, NoRole
rec-471-org,   ind, f, 35, 19820413, , chloe, rajpal, nsw, manly vale, 6105, 58, frome street, , 2 01357030, 3368924, 4, NoRole
rec-689-org,   ina, m, 30, , mr, benjamin, salim, qld, causeway lake, 4005, 401, crisp circuit, , 3 45959466, 3851750, 2, NoRole
rec-392-org,   unk, f, 38, 19790210, ms, courtney, scofield, wa, pingrup, 3029, 28, endeavour street, jaybees, 8 20994595, 4241292, 7, NoRole
rec-992-org,   ind, f, 34, , , , aidasani, qld, centennial park, 5043, 54, , glenmore, 03 26784326, 1997097, 4, NoRole
rec-107-org,   eng, f, 25, , dr, emiily, carlisle, qld, tanah merah, 2150, 6, spalding street, , 3 72264549, 8376404, 4, NoRole
rec-118-org,   eng, m, 31, 19860520, mr, alessandra, deadman, vic, bell park, 4211, 18, murranji street, , 618 87462554, 9750448, 4, NoRole
rec-887-org,   ind, f, 19, 19981211, mr, kelsey, narasimhan, nsw, church point, 5043, 5, macrossan crescent, , , 2739354, 7, NoRole
rec-525-org,   ind, , 27, 19900620, , isabella, shukla, nsw, grong grong, 6530, 34, diamantina crescent, nioka, 02 60136685, 1064377, 5, NoRole
rec-480-org,   ina, m, 29, 19880114, ms, mitchell, pudjijono, nsw, gulargambone, 4520, 11, fairfax street, , 612 65217675, 5414653, 1, NoRole
rec-162-org,   unk, f, 34, 19831018, , hugh, sckel, tas, mowbray, 2206, 4, dexter street, , 04 58245545, 2815594, 1, NoRole
rec-75-org,   swe, f, , 19061031, hon, charlotte, kulle, vic, mount macedon, 3351, 1, currie crescent, karma park, 618 90138019, 5291482, 2, NoRole
rec-249-org,   usa, f, 19, , ms, latham, brennan, wa, collie, 2081, 23, finniss crescent, henry kendall bayside, 618 12970057, 3305034, 1, NoRole
rec-504-org,   tha, f, 28, 19890916, , ben, chalor, nsw, old koreelah, 2283, 116, fison street, , 612 12670481, 7553201, 8, NoRole
rec-489-dup-5, , , 29, 19881121, , kaysey, michelmore, tas, petcheys bay, 2620, 10, fullagar gtescent, cranbrook, 07 63928994, 2957110, 7, NoRole
rec-904-org,   eng, m, 28, , mr, ethan, rupertson, vic, prentice north, 2550, 3, sanford place, , 08 91105716, 2533417, 4, NoRole
rec-582-org,   ser, f, , 19511215, ms, jinni, beslavic, nsw, forbes, 6530, 65, temperley street, , 2 96698902, 1163974, 5, NoRole
rec-967-org,   eng, f, 31, 19860311, ms, luke, ikin, vic, lockleys, 3199, 57, phillip avenue, , 8 53138910, 7944545, 0, NoRole
rec-914-org,   ina, f, , 19021101, ms, ruby, salim, nsw, potts point, 5032, 18, manifold place, young retirement village, 612 86074492, 8050409, 6, NoRole
rec-46-org,   por, m, , 19440613, , timothy, vento, , mill park, 3155, 23, de graaff street, medical centre, 08 49073031, 3676880, 5, NoRole
rec-781-org,   jap, f, 9, 20081031, , hayden, tabuchi, nsw, pambula, 6208, 9215, goodchild street, mudgeeraba market shopping centre, 02 93352626, 4387748, 6, NoRole
rec-718-org,   jap, f, 37, 19800808, , teegan, shigeki, wa, binningup, 4740, 18, bullock circuit, , 618 00287190, 4577977, 8, NoRole
rec-798-org,   eng, , 26, , hon, lauren, morriss, wa, kingsley, 3083, 70, tazewell circuit, retirement village, 618 27730929, 5381859, 7, NoRole
rec-553-dup-6, ser, m, 24, 19930313, , alana, tupa ic, q  , airlie  each, 2283, 1 8, glossop c  scent, banksiavi llage, 03 57096267, 9714263, 2, NoRole
rec-761-org,   usa, , 29, 19880628, mr, , estes, nsw, fullerton, 2315, 34, ayers street, , 02 58550235, 3589278, 6, NoRole
rec-224-org,   , f, 24, 19931010, , alyssa, white, , kellyville, 3140, 9, couvreur street, box-on, 07 90226561, 6312008, 4, NoRole
rec-769-org,   usa, f, , 19540325, , india, cox, qld, west end, 2261, 50, kambalda crescent, , 03 71653539, 7318149, 4, NoRole
rec-482-org,   eng, m, 27, 19900625, , thomas, ibbot, nsw, junction hill, 3104, 4, carrington street, , , 4978146, 7, NoRole
rec-210-org,   usa, f, 29, 19880622, , zachary, harding, qld, southport, 2261, 175, wattle street, , 03 49899971, 3167352, 0, NoRole
rec-423-dup-7, ind, m, , 19330521, , deackin, , za, ul bay, 4725, 14, learmont drive, , 07 92424515, 9444448, 0, NoRole
rec-940-org,   eng, m, 31, 19861020, ms, kyle, murdoch, sa, buxton, 3859, 73, namatjira drive, , 7 02361443, 9366234, 9, NoRole
rec-687-org,   unk, f, , 19401223, , shona, aaternir, vic, kernot, 4217, 12, lexcen avenue, , 08 56592818, 1090216, 7, NoRole
rec-191-org,   ita, f, 19, 19980820, , bryce, stropparo, qld, mount coolon, 2258, 1, ijong street, diamond sands, 613 05127878, 3594627, 0, NoRole
rec-817-org,   unk, f, 26, 19910924, pfc, jasmine, abbatista, nsw, lismore, 2482, 19, conyers street, , 02 14218982, 4332747, 6, NoRole
rec-280-org,   usa, , 28, 19890117, , sophie, chen, qld, rubyanna, 4220, 59, temperley street, sheep station, 613 86028129, 9113268, 7, NoRole
rec-553-dup-1, ser, m, 2 4, 19930313, , alan , tupajic, qld, airlie beach, 228 , 1 , glossopcrescent, banksia vi lage, 03 57096267, 97142 , 2, NoRole
rec-245-dup-4, usa, f, 25, 19920302, dr, h ol y, no rto, sa, rowlan d flat, 4702, 573, gard:ner street, glenvie w, 7 31396908, 7472921, 4, NoRole
rec-486-org,   swe, f, 40, 19770525, , tyrone, wetterstrum, qld, simmie, 5156, 1, humble court, , 613 09024995, 1738722, 7, NoRole
rec-524-org,   ina, f, 21, 19961216, ms, joshua, halim, , maryborough, 3840, 30, dettmann close, middle rock park, 07 82182156, 8952381, 2, NoRole
rec-605-org,   ara, f, 36, 19811206, mr, jayden, shafana, sa, meningie, 2470, 175, wolstenholme street, wonkinya, 617 09399972, 6779504, 7, NoRole
rec-48-org,   usa, m, 22, 19950615, ms, , finch, qld, stanwell, 3072, 18, spring range road, , 613 72939375, 1152408, 7, NoRole
rec-179-org,   ger, m, 22, 19951107, mr, belinda, hempel, , botany, 6030, 1, kenyon circuit, , 04 97989258, 1360815, 9, NoRole
rec-939-org,   eng, f, 37, 19801013, , zane, mcnabb, nsw, clovelly, 2567, 17, biffin street, south macroom, 2 14023567, 2823810, 7, NoRole
rec-374-org,   ind, m, 27, 19900305, , brooke, makhijani, nsw, tea gardens, 2261, 17, french street, dharmananda, 02 24926330, 3546845, 5, NoRole
rec-850-org,   usa, f, , 19630906, dr, lucas, browning, nsw, paterson, 3156, 2, maccallum circuit, gunnedah research centre, 612 59815447, 9668571, 3, NoRole
rec-283-org,   eng, f, 30, 19871013, ms, katelyn, sudworth, nsw, narara, 2291, 2, perry drive, camerons creek, 02 19579081, 4768396, 7, NoRole
rec-435-org,   ser, , 37, 19801016, ms, reuben, fogec, qld, sexton, 5555, 80, burdett crescent, , 613 73727362, 3779352, 3, NoRole
rec-455-org,   por, , 32, 19850112, pfc, karlee, negrÃo, vic, macorna, 5600, 34, osmand street, glenveagh, 8 14330768, 4540014, 9, NoRole
rec-326-org,   eng, f, 36, , hon, lachlan, gore, vic, dinner plain, 2350, 3, hoskins street, , 8 02672240, 4497566, 2, NoRole
rec-538-org,   chi, m, 31, 19860924, , connor, liao, nsw, cobargo, 2752, 51, noel ryan garden, bonnie doon, 02 74438868, 6956335, 6, NoRole
rec-437-org,   unk, f, 33, 19840625, ms, blaize, scottjackson, vic, anglesea, 2234, 2, letters street, , 618 94096079, 9401457, 7, NoRole
rec-775-org,   fin, f, 39, 19780521, , kadin, paasilinna, nsw, jilliby, 4129, 6, barcoo place, , 04 25558310, 2693484, 7, NoRole
rec-555-dup-2, ger, f, , 19401208, , jared, , qld, east russell, 2620, 23, eucumbene drive, , 03 59732420, 8806521, 7, NoRole
rec-857-org,   chi, f, 24, 19930619, , blake, hwo, , ryde, 5168, 5, henty street, redwood village, 04 04374007, 6625518, 2, NoRole
rec-244-org,   usa, f, 23, 19940627, , daniel, prince, sa, welland, 4350, 12, messenger street, , 617 37301536, 4607133, 8, NoRole
rec-699-org,   eng, f, 25, 19921016, mr, hana, mathaton, nsw, cobbadah, 6210, 1, keverstone circuit, , 612 19032266, 2767412, 0, NoRole
rec-590-org,   unk, f, 28, 19891010, , riley, sciacca, , pooraka, 2758, , dempster place, whylackie, 03 14047930, 4379015, 1, NoRole
rec-598-org,   eng, f, 8, 20091231, , anthea, christinsen, qld, carina heights, 2089, 7, brigalow street, village on the green, 3 57091386, 7330133, 3, NoRole
rec-423-dup-8, ind, m, , 19330521, , deakin, , za, ul bay, 4725, 14, leaahmonth drife, , 07 92424515, 9444448, 0, NoRole
rec-984-org,   ind, m, 42, 19750512, ms, , scindia, , westlake, 2550, 103, syron place, , 08 45766018, 1793660, 1, NoRole
rec-245-dup-1, usa, f, 2s, 1992 3 02, dr, holly, norton, s , rowland flat, 47 02, 57 , gardiners treet, glenview, 7 31396 908, 7472921, 4, NoRole
rec-675-org,   unk, f, 11, 20061223, mr, , aaternir, wa, cane, 2079, 34, st john crescent, glenlee, 08 63419515, 7000116, 5, NoRole
rec-409-org,   rus, f, 28, 19890425, , freya, , vic, boorcan, 3752, 21, captain cook crescent, , 08 11428768, 1752717, 0, NoRole
rec-693-org,   ger, , , , pfc, emiily, faulhaber, vic, invergordon south, 4702, 221, mcgowen close, , 8 12466061, 5471896, 0, NoRole
rec-833-org,   spa, , 39, 19781016, dr, noah, hierro, qld, kepnock, 3178, 6, , , 03 74748651, 9757983, 7, NoRole
rec-231-org,   ger, , 28, 19890406, mr, braedon, stober, nsw, howes valley, 3042, 37, springvale drive, the willows, 02 28163739, 6667565, 1, NoRole
rec-196-org,   unk, m, 32, 19851105, , dimitri, scirri, qld, laidley north, 4171, , ind place, kings apmts, 3 67118841, 3581742, 8, NoRole
rec-670-org,   chi, m, 25, 19920325, , daniel, gung, wa, cubbine, 2147, 7, jaeger circuit, , 08 94345253, 3996934, 2, NoRole
rec-278-org,   usa, f, 33, 19841031, , liam, gross, tas, woodstock, 6230, 10, chalker circuit, , 617 79446647, 9803914, 4, NoRole
rec-448-org,   chi, f, , 19210308, dr, ella, awyang, nsw, duns creek, 2263, , dixon drive, bletchly park, 612 36429644, 4162405, 0, NoRole
rec-433-org,   usa, f, 29, 19880507, , ebonie, garcia, wa, tom price, 3155, 2, twamley crescent, , 618 02243814, 8967405, 1, NoRole
rec-832-org,   usa, m, 40, 19770723, ms, emma, spence, , yellingbo, 3636, 281, kriewaldt circuit, , 08 39770114, 1455696, 3, NoRole
rec-788-org,   chi, m, 28, 19890403, ms, connor, tsang, sa, woodville south, 6064, , rosella street, , 617 32762559, 2291835, 2, NoRole
rec-416-org,   eng, m, 33, 19841007, , william, mckellar, , ecklin south, 2481, 41, stenhouse close, , 04 68407840, 5833025, 8, NoRole
rec-601-org,   usa, m, 34, 19830806, ms, trey, prince, vic, toolern vale, 3148, 92, jenkinson street, , 08 42376011, 4281327, 0, NoRole
rec-475-org,   cze, m, , 19311216, mr, hayden, lavrince, wa, nunierra, 6168, 8, hopetoun circuit, , 03 76979413, 5261949, 0, NoRole
rec-644-org,   eng, , 35, 19820207, , joshua, simms, , eatons hill, 2836, 23, stretton crescent, montrose, 02 06399398, 2316578, 1, NoRole
rec-373-org,   usa, , 24, , , keely, hooper, nsw, cullen bullen, 4017, 7, buvelot street, kurrajong, 612 36549103, 5135729, 5, NoRole
rec-298-org,   ita, f, , 19710710, , erin, baglio, nsw, jesmond, 2194, 3, houghton place, , , 9215497, 8, NoRole
rec-925-org,   unk, f, 27, 19901122, mr, emiily, sclafani, vic, woolsthorpe, 4680, 39, sherwin place, retirement village, 08 52455658, 5950389, 2, NoRole
rec-339-org,   eng, f, 39, 19781008, , sarah, macneil, vic, noble park, 6154, 1, southside caravan park, bribie retirement, 08 02049872, 3169281, 4, NoRole
rec-841-org,   unk, f, 32, 19851210, ms, arki, aarnoudse, vic, mill park, 2790, 7, ross smith crescent, nazareth village, 08 57655646, 3126246, 2, NoRole
rec-816-org,   usa, m, 29, 19880609, mr, shelby, mack, qld, rosewood, 2372, 32, charlotte street, villa 2, 613 95587731, 9924498, 2, NoRole
rec-476-org,   ser, m, 10, 20071028, mr, alyssa, mladvic, nt, applecross, 5023, 42, jondol place, , 3 98330532, 9170307, 1, NoRole
rec-668-org,   unk, f, , 19000731, ms, natalie, abat, tas, turners marsh, 4885, 257, gamburra street, wandana, 7 73762022, 2859105, 1, NoRole
rec-883-org,   eng, m, 39, 19781006, , mason, thomson, nsw, the rock, 2166, 27, forbes street, rowethorpe, 02 85520252, 4427925, 1, NoRole
rec-203-org,   unk, f, 36, , , andrew, aarts, nt, pine creek, 3155, 11, hadleigh circuit, , 03 71864138, 5030626, 1, NoRole
rec-369-org,   unk, f, 33, 19840209, pfc, angus, scime, vic, kongwak, 6151, 4, ashburner street, allanvale, 8 85555508, 6297561, 5, NoRole
rec-457-org,   unk, m, 19, 19981028, ms, natasha, , qld, horton, 3250, 127, percival street, , 613 95783386, 6121332, 7, NoRole
rec-998-org,   ind, f, 29, 19880323, mr, zoe, kuntal, nsw, sefton, 2137, 11, nambucca street, , 612 15514497, 7919337, 8, NoRole
rec-449-org,   por, , 29, 19880216, , annalise, serrÃo, qld, doomadgee, 2097, 88, mackenzie street, , 3 50580257, 1897074, 9, NoRole
rec-215-org,   ind, , 34, 19830615, , sean, meghrajani, nsw, pallamallawa, 2076, 21, majura avenue, granny flat rear, 2 91552429, 6640471, 8, NoRole
rec-595-org,   ser, f, 29, 19880826, mr, jade, milinkovic, vic, colignan, 2095, 1, knoke avenue, , 8 66905867, 7726752, 8, NoRole
rec-99-org,   ina, f, 29, 19880326, ms, vincent, pudjijono, , toowoomba, 4707, 1, centaurus street, , 08 98856445, 6570779, 5, NoRole
rec-340-org,   eng, f, , 19170410, , lucy, hanley, nsw, junction hill, 2320, 58, helemon street, phillip lodge, 612 92597190, 1211653, 0, NoRole
rec-269-dup-1, usa, m, 30, 19870630, , jtoel, ckane, tas, mankana, 2340, 78, easteahbruk place, , 07 33395949, 1549902, 3, NoRole
rec-649-org,   usa, f, 29, , ms, jeremiah, norton, nsw, elwood, 2150, 448, waller crescent, , 07 84600820, 7860754, 5, NoRole
rec-445-org,   usa, m, 34, 19830501, ms, thomas, figueroa, sa, arthurton, 3030, 22, yolla place, bungarra, 07 45469724, 3560429, 8, NoRole
rec-549-org,   usa, m, 32, 19850829, , emiily, olsen, nsw, benandarah, 6059, 68, nicklin crescent, , 2 66797417, 8229175, 2, NoRole
rec-842-org,   usa, f, 28, 19890227, , taylor-saige, thompson, sa, evandale, 2032, 5, sherbrooke street, espie, 617 71783928, 7545485, 3, NoRole
rec-822-org,   eng, f, 19, 19980508, , karlee, carlyle, wa, revesby, 3690, 20, allott place, combogolong, 08 68859357, 3163233, 8, NoRole
rec-49-org,   ser, f, 20, 19970110, , esther, cacic, vic, cororooke, 5341, 484, kerferd street, , 08 77705881, 6064250, 6, NoRole
rec-42-org,   ina, f, 37, 19800430, , nicholas, iskandar, vic, cockatoo, 7009, 4, froggatt street, st vincents hospital, 08 14071591, 4546304, 0, NoRole
rec-851-org,   unk, , 13, 20040316, , lawson, stranger, vic, carrajung, 3148, 22, wilari place, coorrabin, 618 43632070, 5808905, 7, NoRole
rec-461-org,   ser, m, 36, 19810313, , samuel, ljubisec, vic, cape woolamai, 5045, 5, captain cook crescent, mongarlowe street, 8 64162474, 5563292, 5, NoRole
rec-365-org,   , , , 19830907, , matilda, mason, sa, elizabeth north, 2220, 182, eleanora street, , 617 62516514, 2164458, 2, NoRole
rec-611-org,   unk, , 30, 19870222, ms, genevieve, aaberg, , riverhills, 3550, 4, elyard place, meridan warana villas, 08 39548782, 6620836, 3, NoRole
rec-264-org,   chi, , 39, 19780403, , luke, kong, nsw, bandon grove, 3616, 128, myall street, , 03 86198653, 4448380, 9, NoRole
rec-812-org,   dan, m, 27, 19900306, , charles, mikkelsen, nsw, westleigh, 2519, 31, larakia street, , 612 09505400, 7168986, 4, NoRole
rec-245-dup-2, usa, f, 25, 19920 02, d , holly, no t on, sa, rowland flat, 4702, 573, gardinerstreet, gleny ew, 7 31396908, 7472921, 4, NoRole
rec-553-dup-3, ser, r , 24, 19930313, , alan a, tupa ic, ql d, airliebeach, 2283, 18, glossopcrescent, banksia village, 03 57096267, 9714263, 2, NoRole
rec-136-org,   ind, f, 25, 19920826, ms, hugo, uddin, vic, connewirricoo, 5112, 6, , merrilea, 8 43984627, 6724915, 2, NoRole
rec-304-org,   eng, f, 40, 19770316, , renee, brewster, vic, riddells creek, 6101, 5, monkman street, , 08 89235515, 1831735, 9, NoRole
rec-312-org,   ger, f, 10, 20070710, , noah, theusen, vic, kingsford, 5040, 97, snowgum road, , 8 98492912, 1710397, 4, NoRole
rec-344-org,   eng, f, 22, 19951001, , sophie, deadman, nsw, rossmore, 4179, 45, leibnitz place, , 2 34563482, 9141315, 0, NoRole
rec-997-dup-2, , , 30, 19870828, , kiria, green, vic, darlington, 2414, 9, chapman street, , 618 54075616, 2060739, 9, NoRole
rec-54-org,   ind, , 28, 19890105, ms, flynn, shashikanth, vic, seabrook, 4218, 51, , , 08 75542825, 2008415, 7, NoRole
rec-994-org,   unk, m, , , ms, cassandra, straw, nsw, mccullys gap, 3028, 242, lhotsky street, vil 21, 612 88394744, 3228372, 7, NoRole
rec-510-org,   , , 23, 19940905, , , dent, wa, spencers brook, 2913, 73, jalanga crescent, anam cara bld, 618 22532594, 5047322, 8, NoRole
rec-922-org,   eng, f, 32, 19850617, , brett, cristianson, vic, bennison, 3136, , henry street, , 08 03338644, 2256797, 1, NoRole
rec-714-org,   unk, f, , 19620911, , lauren, scirri, vic, hill end, 2559, 19, traeger street, homefield home, 8 71072127, 2879060, 3, NoRole
rec-423-dup-2, ind, m, , 19330521, , deackin, , sa, wul bai, 4725, 14, leaahmond driv, , 07 92424515, 9444448, 0, NoRole
rec-910-org,   usa, , 19, 19980908, , annika, terrell, nsw, yarrunga, 5049, 33, kambalda crescent, , 2 59145177, 2032349, 9, NoRole
rec-50-org,   hun, f, , 19790210, , mason, partos, vic, wandana heights, 2126, 100, bidwill close, rajamare, 8 79088244, 7768047, 1, NoRole
