rec_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-3153-org,   rom, , 13, 20030226, ms, joshua, ojacarcu, nsw, peats ridge, 2289, 1, onslow street, ulabri, 04 44652297, 1989162, 8, NoRole
rec-5319-org,   eng, f, 23, 19930910, ms, ruby, akers, wa, womarden, 4405, 8, fry place, , 8 21539982, 3911250, 9, NoRole
rec-5846-dup-0, jap, f, 32, 19840616, , alana, shimohira, , leichhart, 3029, 11, kidston crescent, , 08 94990335, 2935729, 4, NoRole
rec-8846-org,   ira, f, 34, 19820714, ms, troy, ameri, sa, mil-lel, 2150, 10, schonell circuit, , 07 81707406, 9455910, 0, NoRole
rec-3333-org,   jap, , 19, 19970514, , angelina, yoshimatsu, qld, karana downs, 6121, 86, springvale drive, , 3 73937560, 8790017, 5, NoRole
rec-9887-org,   eng, , 23, 19930720, , thomas, whittemore, tas, hoppers crossing, 3219, 359, goldner circuit, , 07 41287358, 6660463, 4, NoRole
rec-3155-org,   chi, , 27, , , william, hsaio, vic, ardeer, 2763, 85, macrossan crescent, , 8 36322719, 6882816, 7, NoRole
rec-9043-org,   dan, m, 25, 19910508, , luke, eriksen, nsw, bandon grove, 3073, 140, hurtle avenue, , 612 87641246, 1536628, 7, NoRole
rec-8752-org,   chi, f, 28, 19880513, mr, georgia, yim, nsw, bald ridge, 2166, 50, messenger street, , 02 52489605, 8297840, 6, NoRole
rec-6870-org,   chi, m, 29, 19870906, , ned, qiu, qld, durong, 2142, 19, sewell place, oyster farm, 08 57204227, 4487630, 3, NoRole
rec-234-org,   chi, f, 26, , , scott, ma, , hope valley, 4680, 45, currong street, , 07 15009933, 3646120, 7, NoRole
rec-2253-org,   ind, f, 31, 19851123, dr, jasmine, pushkarini, qld, royal brisbane hospital, 2095, 22, delamere street, hamden place, 03 21868073, 6699248, 6, NoRole
rec-1608-org,   eng, f, 30, 19861206, ms, , prescott, vic, merlynston, 2153, 20, broun place, , 8 96437323, 8438819, 0, NoRole
rec-5006-org,   ser, m, 34, , dr, daniel, trivic, nsw, matheson, 7109, 1, threlfall street, wandana, 02 86956109, 9078292, 8, NoRole
rec-3394-org,   eng, , , 19460209, , louis, pemberton, , woori yallock, 5250, , hosking place, bunga, 07 28269092, 7691714, 1, NoRole
rec-1869-org,   , f, 28, , mr, aaron, vorrasi, vic, south perth, 3113, 1, boddington crescent, , 08 97704933, 3996026, 3, NoRole
rec-9271-org,   usa, f, 33, , , nathan, booker, , hazelbrook, 2112, 47, marsden street, glenmore, 07 66365886, 4962257, 6, NoRole
rec-9438-org,   unk, f, 9, 20070314, ms, alisha, scopel, qld, glenleigh, 2478, 124, priestley place, mosman park, , 6373056, 2, NoRole
rec-2094-org,   usa, f, 30, 19860103, pfc, daniel, kelley, nsw, cobar, 4670, 265, namatjira drive, , , 3124741, 5, NoRole
rec-9261-org,   jew, f, 9, 20071209, ms, nicholas, landau, nsw, watsons creek, 2365, 20, clubbe crescent, , 612 79608768, 7743079, 8, NoRole
rec-8705-org,   usa, f, 37, 19790828, , jean-claude, howell, vic, korumburra, 6111, 99, dinnison circuit, , 618 15581179, 3512405, 5, NoRole
rec-7858-org,   usa, , 10, 20060425, , olivia, morgan, qld, samford, 3036, 4, phillimore place, brentwood vlge, 613 94220849, 2567423, 6, NoRole
rec-2792-org,   unk, f, 33, 19830519, , benjamin, streckfuss, nt, angurugu, 3338, 29, lewis luxton avenue, , 03 26206238, 1370418, 4, NoRole
rec-9015-org,   eng, , 25, 19910521, , karli, pemberton, qld, bundamba, 2656, 11, irvine street, , 3 40148233, 3152331, 1, NoRole
rec-9917-org,   eng, , , , , joel, simonson, nsw, kahibah, 6103, 19, , , 02 18518002, 7229664, 4, NoRole
rec-3914-dup-0, ger, f, 29, 19870729, pfc, lucas, probst, vic, gladysdale, 2705, 3, yarra street, , 08 16457425, 3543824, 4, NoRole
rec-2428-org,   spa, , 26, 19900131, mr, irene, menndez, , caulfield north, 6383, 2, bowley place, , 02 02594615, 7988742, 0, NoRole
rec-1525-org,   usa, m, 28, , , adela, winters, vic, pemberton, 3500, 43, boldrewood street, saraji mine, 8 74903238, 4208326, 0, NoRole
rec-7353-dup-0, eng, m, 27, 19890831, ms, connor, tiptob, qld, boondandilla, 3079, 33, hale crescent, rawdon, 03 04392927, 9820855, 5, NoRole
rec-3626-org,   usa, , 23, , , james, winters, nsw, morven, 3021, 22, denovan circuit, , 2 46005803, 2619879, 0, NoRole
rec-5355-dup-0, chi, f, 31, 19850419, ms, olivia, sh n, tas, mella, 3081, 396, tytherleigh street, heritage estate, 7 40018814, 3200899, 4, NoRole
rec-3946-org,   abo, m, 29, 19870131, ms, tess, yunipingu, wa, manmanning, 4055, 104, bavin street, rowethorpe cygnet hostel, 08 61218824, 5283124, 5, NoRole
rec-9619-org,   unk, m, 28, 19880831, , montana, , wa, jandakot, 3414, 6738, melba street, hyland, 8 86994637, 8656747, 2, NoRole
rec-3530-org,   unk, f, 33, 19830210, ms, katelyn, scjum, vic, malvern, 2680, 1, wattle street, locn 2565, 618 99438170, 5018893, 1, NoRole
rec-8868-dup-0, unk, f, 32, 19841106, , lachlan, aak re, nsw, lethbridge park, 4110, 92, albermarle place, , 07 36122401, 6821059, 4, NoRole
rec-585-org,   afr, , 31, 19851125, mr, alexander, isabirye, nsw, argenton, 4215, 2, hopkins street, , 612 36714567, 9810865, 8, NoRole
rec-3900-org,   ira, f, 34, 19821124, dr, natalie, rahimian, vic, , 2575, 1, bragg street, , 08 17322506, 9718576, 6, NoRole
rec-5262-org,   chi, f, , 19180316, , lauren, zeng, nsw, mount keira, 6018, 2, hackett garden, , 2 29800208, 3027701, 6, NoRole
rec-2591-org,   ger, f, 28, 19881216, , keely, hoefling, , razorback, 2177, 21, ebden street, ashbank, 02 36078853, 7322368, 0, NoRole
rec-8778-org,   usa, f, 31, 19851223, , nathan, parker, act, canberra business centre, 2470, 323, olympus way, , 2 81168362, 4515473, 9, NoRole
rec-9688-org,   unk, f, 34, 19820420, , nicholas, scorsone, wa, casula, 0830, 100, mather street, , 08 12777625, 4401058, 7, NoRole
rec-99-org,   usa, f, , 19560918, mr, jessica, duncan, , tarragindi, 4626, 3, absolon place, , 08 39372390, 9544645, 3, NoRole
rec-9557-org,   , m, 28, 19880111, ms, adriana, gibb, qld, hopeland, 3260, , mackaness place, , 3 45140518, 5464842, 2, NoRole
rec-1083-org,   ind, , 20, 19960304, , sophie, chandrark, nsw, north sydney, 3377, 27, jasper close, , 02 64122121, 6027139, 7, NoRole
rec-2051-org,   ger, m, 29, 19870922, mr, joshua, geissler, sa, coulta, 6236, 101, denman street, , 07 04224812, 2365457, 5, NoRole
rec-5467-dup-0, ind, f, 33, 19830331, , makenzi, khatter, nsw, wylie creek, 6152, 2, lunn place, , 2 99753477, 1043645, 2, NoRole
rec-4767-org,   usa, m, 19, 19970911, mr, joshua, hayes, nsw, dunbogan, 4215, 42, sculptor street, aird, 04 77004737, 3842835, 9, NoRole
rec-829-org,   usa, f, 25, 19910704, mr, noah, gay, , portarlington, 5022, 68, , , 04 76904991, 1905158, 5, NoRole
rec-7563-org,   usa, f, 33, 19830307, pfc, emma, li, vic, eltham north, 5052, 8, verbrugghen street, , 8 09570276, 8055613, 6, NoRole
rec-4920-dup-0, fin, , , 19690909, , jack, saraste, nsw, cawdor, 4553, 28, thomas place, spring creek, 612 66158 515, 1125198, 7, NoRole
rec-7672-org,   eng, f, , 19320815, , samuel, merrick, nsw, bell, 2090, 34, shumack street, broombie stud, 612 24256622, 3949624, 1, NoRole
rec-6505-org,   eng, f, 38, 19780919, ms, megan, ericson, , cleveland, 3013, 545, were street, lanoma, 07 90402065, 7612459, 3, NoRole
rec-2366-org,   abo, f, 25, 19910325, , emiily, yunipingu, vic, homewood, 2575, 15, gleadow street, , 8 81016179, 7558581, 3, NoRole
rec-2238-org,   unk, f, , 19720706, ms, nicola, abadi, qld, eagleby, 4226, 4, day place, , 04 39043622, 2213527, 5, NoRole
rec-8054-org,   chi, f, , 19550930, ms, stella, chong, nsw, bexhill, 4066, 2, garanya street, mountview, 2 34419604, 1190081, 0, NoRole
rec-3078-org,   , f, 39, 19771221, ms, giorgia, michielan, nsw, castle cove, 7304, 115, ayers street, lengora, , 7637262, 8, NoRole
rec-4378-org,   chi, f, 13, 20031008, , paige, kwong, wa, womarden, 3136, 82, castlereagh crescent, , 8 23312135, 2949998, 1, NoRole
rec-7678-dup-0, usa, f, , , , nicholaj, drake, sa, morgan, 3151, 211, , , 02 80785660, 2917695, 5, NoRole
rec-5717-org,   usa, , 27, 19890218, , emma, parks, qld, kawungan, 6056, 84, williamson street, burnside, 613 80632494, 4511028, 0, NoRole
rec-4477-org,   chi, f, , 19541112, , eliza, xing, nsw, barringun, 4101, 4, ducane street, tourcoing, 2 31848822, 3331888, 3, NoRole
rec-2264-org,   ira, , 28, 19881209, , max, masoudi, wa, mooliabeenee, 4557, 22, rosella street, st george, 8 94294161, 8643242, 7, NoRole
rec-598-org,   unk, , 31, 19851221, ms, daniel, scjum, wa, inggarda, 3020, 119, delamere street, , 02 32463553, 7558195, 5, NoRole
rec-401-org,   gre, , 33, 19830811, mr, d'arcy, paraskevoupoulou, wa, malabaine, 2261, 258, top nass, , 618 40047842, 9124916, 9, NoRole
rec-1275-org,   usa, m, 30, 19860913, ms, vanessa, rasmussen, wa, monjingup, 3658, 61, badimara street, , 8 40296769, 8461915, 8, NoRole
rec-7739-org,   usa, f, 12, 20040830, , hannah, willis, vic, gnarwarre, 3350, 26, greene place, tigers hill, 618 74166146, 6532143, 3, NoRole
rec-8095-org,   ind, f, 31, 19850705, , william, sadasivam, vic, notting hill, 2007, 6, harrison street, wongowal, 08 47939800, 1667290, 0, NoRole
rec-4470-org,   eng, f, 19, 19971005, , liam, , vic, sea lake, 3095, 8, alabaster street, , , 1504357, 3, NoRole
rec-7850-org,   usa, f, 24, 19921025, , macey, mathews, , joondanna, 2067, 26, crouch place, , 03 97488532, 7754667, 9, NoRole
rec-1998-org,   tur, f, 21, , mr, ryan, trkes, nsw, shoalhaven heads, 2525, 9, dorrit black crescent, , 02 89647264, 9174699, 7, NoRole
rec-4905-org,   unk, f, 30, 19860113, mr, zac, abat, , yankalilla, 3175, 11, , , 03 53828261, 4033069, 6, NoRole
rec-3279-dup-0, ser, f, 39, 19770712, , julia, okrisovic, nsw, lenaghan, 2304, 8, ivo whitton circuit, kookaburra village, 02 75077457, 7179655, 0, NoRole
rec-4984-org,   ser, m, 25, 19910603, , tara, milinkovic, wa, wansbrough, 3555, 82, starke street, , 8 42611320, 4428859, 6, NoRole
rec-3572-org,   eng, f, 25, 19910805, ms, amy, , nsw, east gresford, 2095, 162, lidgett place, , 03 08914077, 5868370, 6, NoRole
rec-1806-org,   usa, f, 28, 19880520, , stephanie, garrison, nsw, coolac, 2604, 22, officer crescent, , 2 52465357, 1215476, 5, NoRole
rec-2032-org,   chi, , , , , rosie, wen, nsw, halton, 2615, 10, humphris place, rainmore, 02 19966683, 9926758, 6, NoRole
rec-3852-dup-0, eng, f, 2 , 19890505, , georgia, traviss, , pascoe vale south, 3105, 59, , , 08 71763890, 5279226, 5, NoRole
rec-5576-org,   ind, f, 12, 20041108, , xavier, jagarlamudi, vic, lucyvale, 2777, 72, bowen street, , 8 50290425, 6267879, 6, NoRole
rec-5511-org,   ser, f, 31, 19850228, mr, xani, hren, qld, jindalee, 4060, 83, beal place, , , 4891299, 4, NoRole
rec-5788-org,   iri, f, 40, 19760805, ms, emiily, sloane, qld, cardstone, 3160, 16, goodhart crescent, , 03 22672091, 6925883, 0, NoRole
rec-6974-org,   usa, m, 38, 19780802, ms, holly, schroeder, nsw, surfside, 2081, 16, archibald street, donnachaidh, 2 23254708, 4084746, 9, NoRole
rec-5692-org,   ind, f, 29, 19871015, dr, alicia, sudarshana, , mallacoota, 4563, 98, bunduluk crescent, , 04 92172827, 6688886, 4, NoRole
rec-3715-org,   , f, 40, 19760116, ms, katie, linberg, sa, culburra, 3431, 3, arnot place, , 617 87903645, 3792421, 6, NoRole
rec-8994-org,   ita, , 25, 19910823, , rhys, ambrogi, vic, lake bolac, 2107, 402, lewin street, , 04 28023420, 8848700, 9, NoRole
rec-6283-org,   chi, f, 37, 19790207, , amelia, lyang, vic, meredith, 3182, 8, boake place, fairholme, 8 25855687, 9458870, 0, NoRole
rec-8057-org,   ind, f, 31, 19850207, , alaiyah, gangulee, qld, cowley, 2117, 4, brooks street, , 3 27303007, 6422403, 0, NoRole
rec-9805-org,   ger, , 32, , , brooke, sauber, nsw, kioloa, 5108, 7, totterdell street, ainslie chmbrs, , 7645243, 3, NoRole
rec-5951-dup-0, usa, f, 37, 19790113, ms, olivia, harrell, sa, south plympton, 501g, 7, the carrington, , 07 42191509, 4977502, 2, NoRole
rec-353-org,   eng, f, 23, 19930701, , emiily, way, vic, tottenham, 2500, 8, swanton street, r s l retrmnt vlge, 08 06752870, 9886075, 4, NoRole
rec-2797-org,   usa, , 31, 19850722, mr, danielle, , wa, irwin, 6210, 62, macdowell street, fannyside, 8 74527857, 2611137, 3, NoRole
rec-5174-dup-0, usa, , 13, 20031023, , thomas, stephenson, qld, meikleville hill, 6111, 36, alpen street, , 3 84834398, 6248246, 0, NoRole
rec-8652-org,   pak, m, 19, 19971130, mr, benjamin, bohra, nsw, niagara park, 2141, 3, luehmann street, , 612 77276547, 2401326, 9, NoRole
rec-943-dup-0, eng, f, 27, 19161212, , chloe, brigham, nsw, graman, 2025, 62, spowers circuit, grand central shopping centre, 2 72731004, 7314484, 7, NoRole
rec-4306-org,   usa, , , 19600626, , alexander, estes, nsw, kareela, 4510, 516, gillespie street, innesfree, 612 34251767, 3592372, 1, NoRole
rec-3094-org,   gre, f, 30, 19860518, , jamie, markezinis, vic, shepparton east, 2617, 12, haystack crescent, , 618 65336559, 8864606, 9, NoRole
rec-6912-org,   chi, f, 39, 19770416, , maya, ling, vic, jeeralang, 4370, 21, tregellas crescent, , 08 30075851, 1500966, 0, NoRole
rec-2809-org,   jap, , 32, 19841123, , rachel, atshushi, nsw, muscle creek, 4810, 1, chandler street, frost mews, 02 91726879, 2543845, 2, NoRole
rec-2982-org,   chi, m, , 19430627, ms, teneille, in, wa, moodiarrup, 3031, 33, brolga place, , 618 98323632, 2372542, 5, NoRole
rec-3887-org,   tur, , 13, 20030801, ms, , ozalan, nsw, blighty, 2193, 5, darambal street, , 08 83158207, 4555713, 3, NoRole
rec-1293-org,   usa, f, 29, 19870503, ms, lia, harrison, wa, burges, 3136, 28, seddon place, brokenspoke, 08 49402404, 2944700, 8, NoRole
rec-6783-org,   ina, , , 19520725, , rachel, lie, nsw, fullerton cove, 4017, 8, tyson street, , 02 49097246, 8279359, 7, NoRole
rec-764-org,   eng, m, 32, 19840407, , alexandra, reier, nsw, , 3285, 3, coleman street, belvoir, , 5424990, 4, NoRole
rec-2295-org,   ser, f, , 19360229, ms, todd, primorac, qld, dingo, 5020, 11, sternberg crescent, , 613 35913476, 1663325, 3, NoRole
rec-4481-org,   usa, f, 29, 19870729, pfc, henry, leach, nsw, banora point, 6081, 23, goulburn street, , 2 86242585, 9621352, 1, NoRole
rec-6066-org,   ser, f, 26, 19900406, pfc, sienna, pogelsek, nsw, wards river, 2036, 100, stacy street, , 02 67700010, 8852539, 7, NoRole
rec-3065-org,   ind, f, 25, 19910805, hon, patrick, ranadive, nsw, largs, 3109, 115, kingston street, marylebone, 02 66937159, 3646905, 6, NoRole
rec-7453-dup-0, eng, m, 30, 19860311, ms, jejsica, normanson, wa, eaton, 2027, 1, edmondson street, , 8 89496315, 5829193, 4, NoRole
rec-112-org,   eng, f, , 19330818, ms, alexis, clemens, vic, canterbury, 4825, 15, tinderry circuit, , 08 45260307, 4200247, 4, NoRole
rec-4380-org,   afr, f, 42, 19740403, ms, timothy, odhiambo, qld, talwood, 4157, 1, fraenkel street, edelbrook, , 2792982, 0, NoRole
rec-3431-dup-0, , m, 22, 19940719, , jake, low e, nsw, wimbledon, 3221, 4, barlow street, kirkcaldy, 02 34314341, 7118891, 5, NoRole
rec-1422-org,   usa, f, 28, 19881220, mr, aidan, levine, wa, birchgrove, 4030, 17, weatherburn place, , 8 57736649, 4504899, 2, NoRole
rec-261-org,   fin, , , 19600328, ms, talia, laitinen, qld, brendale, 3156, 176, plowman place, sherwood, 02 03597136, 5324689, 1, NoRole
rec-7662-org,   usa, f, 22, 19940825, dr, liam, fields, vic, clayton south, 3071, 11, michael holt crescent, , 02 82215296, 1804593, 3, NoRole
rec-7972-org,   ira, f, , 19090211, ms, adam, tahmasebi, qld, nebo, 4209, , , , 03 79206349, 9569757, 6, NoRole
rec-6317-org,   eng, f, 23, 19931207, ms, lauren, herbertson, sa, whyalla norrie, 6012, 116, beaver place, , 617 01168033, 7603556, 5, NoRole
rec-4708-org,   unk, f, 28, 19880420, , logan, aaron, nt, rapid creek, 2330, 136, burdekin avenue, , 03 74319453, 2140159, 1, NoRole
rec-4697-org,   vie, f, 10, 20060813, hon, finn, thach, qld, glenmorgan, 3150, 7, florence taylor street, , 613 24958910, 9902690, 7, NoRole
rec-3711-org,   usa, f, 29, , , lucas, holcomb, vic, gilderoy, 3038, 111, dartnell street, clear creek, 8 06228661, 4407770, 0, NoRole
rec-548-org,   chi, f, , 19250412, , patrick, luan, nsw, , 2026, 29, ashburner street, oakvale cottage, 2 45245621, 1686531, 5, NoRole
rec-6405-org,   unk, f, 27, 19890120, , lara, abat, vic, narre warren north, 4510, 191, douglass place, sweet waters, 618 50480214, 8589933, 2, NoRole
rec-6064-org,   jap, m, 33, 19830526, ms, amber, numajiri, qld, athol, 4800, 8, joel place, , 3 32714558, 8025892, 9, NoRole
rec-2577-org,   usa, m, , 19730501, ms, mitchell, lambert, nsw, cawongla, 3194, , , , 2 48434316, 8938921, 7, NoRole
rec-8039-org,   unk, f, , 19451109, , bailee, sckel, qld, kalpowar, 4215, 42, flora place, , 03 49688256, 5507128, 1, NoRole
rec-9132-org,   ind, m, 21, 19950505, , jaykob, kambhatla, nsw, erskineville, 4031, 21, brereton street, avalyn, 03 05560921, 9585627, 2, NoRole
rec-7412-org,   vie, f, 31, 19851030, , bailey, tanh, vic, wantirna south, 6006, 1, moondarra street, , 8 37104844, 2681624, 7, NoRole
rec-9721-org,   eng, f, 33, 19830607, hon, jackson, sniders, nsw, wilbetree, 4615, 45, green street, grand view, 612 32339325, 8381321, 6, NoRole
rec-882-org,   eng, m, 13, 20031115, mr, christian, donalds, nsw, nightcliff, 4272, , field street, , 2 07378545, 3167745, 5, NoRole
rec-1819-org,   , f, , 19291128, hon, andrew, dixon, qld, okeden, 3150, 11, stretton crescent, , 3 97349260, 7393730, 6, NoRole
rec-2509-org,   usa, , 40, 19760824, , flynn, gilliam, , balcatta, 3414, 8, wallace place, section, 03 50849427, 3690660, 2, NoRole
rec-5913-org,   usa, f, 38, 19781123, , rohan, cohen, vic, clifton springs, 3220, 5, line place, , 8 41630640, 1743580, 3, NoRole
rec-4163-org,   ind, f, 33, 19830904, , tara, parmar, nsw, werombi, 2590, 39, tallara parkway, , 02 80161628, 3626226, 0, NoRole
rec-3719-org,   usa, f, 21, 19950329, mr, aaron, gibson, vic, newham, 7325, 5, , , 618 94476890, 9540895, 4, NoRole
rec-8651-org,   eng, m, 27, 19890127, , william, winterbottom, nsw, bookham, 4814, 16, limestone avenue, samford, 612 23574191, 7618265, 0, NoRole
rec-8229-org,   chi, , 28, , ms, michael, awyoung, nsw, bendick murrell, 4606, 25, horizon avenue, , 612 86974571, 1270156, 4, NoRole
rec-8680-org,   fin, f, , , , vanessa, isosomppi, qld, upper brookfield, 2630, 130, samuel close, , 3 71484847, 1296142, 4, NoRole
rec-5920-org,   jew, f, 31, 19851220, , adriana, sternberg, nsw, , 2902, 266, kennerley street, , 02 65561869, 9618576, 8, NoRole
rec-8646-org,   ara, f, 11, , , riley, halabi, wa, the lakes, 3377, 8, william wilkins crescent, trapalanda, 08 85116770, 8286523, 6, NoRole
rec-9934-org,   ita, , 23, 19930124, , ruby, frassetto, nsw, lyndhurst, 6059, 73, cochrane crescent, locn 10045, 2 19332980, 6511890, 1, NoRole
rec-402-org,   swe, m, 38, 19780806, , oliver, pollak, nsw, burradoo, 2536, 60, mckillop circuit, , 2 84763876, 7430607, 1, NoRole
rec-1346-org,   ger, , 29, 19870215, , thomas, khler, wa, watheroo, 5166, 37, molineaux place, , 618 81894510, 3313805, 3, NoRole
rec-948-org,   ind, f, , 19610314, , travis, tickoo, nsw, cuttagee, 3122, 99, mackellar crescent, brambletye vinyard, 07 83296791, 1899709, 3, NoRole
rec-4510-org,   eng, f, 34, 19820618, , gracie, lukeson, nsw, walbundrie, 2070, 55, tompson street, , 2 98131990, 7032674, 8, NoRole
rec-6385-dup-0, ind, f, , 19431 221, , meagan, seetharaman, nsw, baldry, 4210, 8, charterisville avenue, bakers beach, 612 31818693, 8097380, 4, NoRole
rec-8986-org,   usa, f, 30, 19860918, , ashleigh, welch, tas, paradise, 6168, 48, , hse 13, 08 12506130, 8585775, 3, NoRole
rec-4985-org,   ina, , 26, 19900728, , isabella, setiawan, sa, eudunda, 4207, 10, matina street, , 617 33645100, 8331252, 2, NoRole
rec-4877-dup-0, usa, f, 10, 20061201, , hayden, mcdaniel, wa, ermington, 4352, 12, stacy  treet, , 04 43711742, 5763676, 7, NoRole
rec-4742-org,   rus, f, 31, , , liam, temirkanov, , dungog, 2474, 18, smalley circuit, , 08 15419595, 5888614, 5, NoRole
rec-1810-org,   eng, f, , 19090206, ms, samuel, rayne, nsw, tomerong, 2456, 38, weaver place, midlands terrace, 04 47043591, 8255721, 4, NoRole
rec-1556-org,   usa, f, 29, 19870110, , connor, stevenson, qld, tannymorel, 2745, 60, garran place, apmnt 203, 04 62747970, 7906299, 5, NoRole
rec-9091-org,   usa, f, 22, 19940315, mr, sophie, brewer, act, armidale, 2527, 19, litchfield place, rosedale, 04 15586424, 8550284, 0, NoRole
rec-293-org,   fin, m, 33, 19831113, ms, kyle, heiskanen, nsw, nashua, 4034, 35, temperley street, hobbit hole, 02 03831042, 3017148, 9, NoRole
rec-8771-org,   usa, f, , 19341021, , abbey, valentine, wa, malvern, 3075, 23, sidaway street, , 618 62779307, 3256330, 9, NoRole
rec-7847-org,   usa, , 35, 19810226, pfc, kailey, rodgers, qld, billa billa, 2263, 42, yalga close, , 613 68228239, 8308195, 8, NoRole
rec-3617-org,   eng, f, 27, 19890403, , blake, linwood, vic, lubeck, 6152, 15, mount warning crescent, , 618 05474128, 6776606, 4, NoRole
rec-8170-org,   ger, m, 32, 19840818, ms, sophie, fromme, vic, stanhope, 2546, 7, burrinjuck crescent, wallsend delivery centre, 618 07866251, 4800399, 2, NoRole
rec-6572-org,   chi, f, , 19841108, , jock, qin, nsw, cryon, 2849, 8, culgoa circuit, , 2 06880249, 3170027, 5, NoRole
rec-5513-org,   eng, f, 9, 20070830, , tara, st, wa, carrolup, 3095, 2, aspinall street, , 618 06352600, 5588823, 4, NoRole
rec-6314-org,   usa, f, 26, 19901217, , emiily, robbins, tas, strickland, 3029, 7, fidge street, , 617 00340745, 8905635, 4, NoRole
rec-8504-org,   ina, f, , 19901102, ms, isabella, salim, , cowra, 4221, 40, hilton close, , 08 82815460, 5289223, 1, NoRole
rec-7219-dup-0, unk, f, , 19860121, , stephanie, scogib, sa, flagstaff hill, 3805, 27, mt warning crescent, , 7 95548397, 5324566, 9, NoRole
rec-976-org,   dan, f, 26, 19900629, , alexandra, seidenfaden, nsw, kitchener, 7008, 110, yiman street, , 02 80527614, 3490247, 3, NoRole
rec-6738-org,   ara, f, 13, , hon, sophie, , nsw, dripstone, 3042, 7, carey place, korrelocking, 612 21687650, 4723719, 2, NoRole
rec-3385-org,   vie, f, 26, 19900626, , lily, phang, wa, orelia, 3006, 18, tewksbury circuit, , 8 65101063, 4634173, 8, NoRole
rec-7628-org,   eng, f, , 19660624, , leah, jepson, vic, silvan, 6023, 2, ballumbir street, square park, 8 29235878, 1173874, 6, NoRole
rec-6451-org,   usa, f, , 19810724, mr, madeline, frost, wa, upwey, 2621, 36, fellows street, , 618 79035494, 5863206, 0, NoRole
rec-7574-org,   unk, m, 7, 20091130, , caleb, scollard, vic, dunkeld, 3181, 41, blackburn street, sherwood, 618 13556324, 4427616, 2, NoRole
rec-222-org,   chi, f, 33, 19830621, ms, samuel, awyong, wa, safety bay, , 23, becke place, , 8 99011359, 4076275, 0, NoRole
rec-599-org,   eng, , 34, 19820424, , campbell, dannel, vic, kalimna, 5480, 7, badimara street, , 618 30388554, 4112210, 8, NoRole
rec-1314-org,   usa, f, 32, 19840306, , ayden, sutton, vic, tullamarine, 5011, 9, lowanna street, , 618 37873040, 5821053, 6, NoRole
rec-1203-org,   usa, f, 21, 19950110, ms, aaron, douglas, vic, south perth, 3175, 26, denovan circuit, springdale, 08 63215256, 4988249, 3, NoRole
rec-4676-dup-0, rom, f, 8, 20080511, ms, tyron, carp, nsv, duri, , 128, honyong crescent, wilden, 02 27744164, 7428274, 7, NoRole
rec-7971-org,   usa, f, 24, 19921209, , lewis, livingston, , ryde, 2114, 19, fink crescent, , 08 55468167, 1987156, 3, NoRole
rec-7347-org,   unk, m, 24, 19920627, mr, mystique, straw, nsw, jerrabomberra, 6210, 270, naas close, , 2 79631931, 4717133, 1, NoRole
rec-612-org,   usa, f, 20, 19960210, dr, hayley, roach, , canterbury, 2147, 38, lightfoot crescent, , 03 66870041, 7643056, 8, NoRole
rec-4218-org,   ind, f, 32, 19840301, , matthew, , wa, badgingarra, 3129, 49, alabaster street, , 618 27874030, 9797009, 7, NoRole
rec-3108-org,   dut, f, 10, 20061203, pfc, jack, dret, nsw, killarney vale, 6016, 13, bindel street, kerry street, 02 86872269, 2608647, 8, NoRole
rec-4498-org,   ser, f, 32, 19840404, ms, joel, milatovic, , finch hatton, 3083, 296, kruse place, , 08 31815229, 5853429, 2, NoRole
rec-8307-org,   usa, f, 26, 19900508, , noah, graves, nsw, holsworthy, 2033, 15, ackland place, , 612 14865178, 4390534, 0, NoRole
rec-3246-org,   eng, f, 32, 19841108, mr, thomas, kitchen, nsw, fairy hill, 3187, 66, baracchi crescent, medical centre, 612 80550317, 7609594, 8, NoRole
rec-8017-org,   chi, f, 22, 19940705, rev, tahlia, lien, tas, meander, 4055, 125, casey crescent, , 07 04833249, 2678573, 5, NoRole
rec-7524-org,   eng, f, 29, 19870627, ms, kylee, sutherland, nsw, warabrook, 2218, 26, pethebridge street, , 612 47832047, 8420287, 7, NoRole
rec-4610-org,   usa, f, 26, 19900215, , matthew, palmer, , sandgate, 6053, 3, fristrom crescent, , 08 82405350, 7004791, 3, NoRole
rec-4645-org,   usa, f, 26, , , melinda, benton, nsw, bray park, 3802, 27, brennan street, sec 1, 2 21698020, 5872861, 1, NoRole
rec-1145-org,   , , 31, 19851110, , hayley, alderson, sa, blair athol, 4215, 28, starke street, , 617 84413095, 6325449, 6, NoRole
rec-3533-org,   usa, , 26, 19900901, , keelin, saunders, sa, karoonda, 2216, 65, knight place, , 7 17033193, 6891850, 9, NoRole
rec-1282-org,   unk, f, 21, , , luke, streckfuss, qld, haden, 2154, 11, moncrieff street, , 613 09223465, 4005994, 0, NoRole
rec-7831-org,   usa, m, , 19951226, hon, joshua, stafford, vic, natimuk, 3187, 55, deumonga court, st francis village, 8 69426317, 4846164, 8, NoRole
rec-687-org,   usa, m, 26, , , sonja, guerra, nt, rosebery, 3392, 19, dixon drive, pint pot, 03 71653760, 5437969, 4, NoRole
rec-3408-org,   eng, f, 8, 20080801, , isabella, sangster, vic, bridgewater on loddon, 6062, 441, paterick place, , 08 94690617, 7393346, 6, NoRole
